chapter, heading, subheading, description
05,0505,050590,SKINS & OTHER PARTS OF BIRDS WITH FEATH; WASTE ETC
05,0506,050610,OSSEIN AND BONES TREATED WITH ACID
05,0506,050690,"POWDER AND WASTE OF BONES AND HORN-CORES, NESOI"
05,0507,050710,"IVORY UNWORKED OR SIMPLY PREPARED, POWDER & WASTE"
05,0507,050790,"TORTOISE-SHELL, WHALEBONE NAILS ETC, POWDER, WASTE"
05,0508,050800,"CORAL, SHELL OF MOLLUSCS ETC UNWORKED POWDER/WASTE"
05,0510,051000,"AMBERGRIS, CASTOREUM ETC; GLANDS ETC FOR PHARMACY"
05,0511,051110,BOVINE SEMEN
05,0511,051191,"PRODUCTS & DEAD FISH, MOLLUSCS ETC, INEDIBLE NESOI"
05,0511,051199,"DEAD HORSES, SWINE ETC (INEDIBLE) & PRODUCTS NESOI"
06,0601,060110,"BULBS, TUBERS, CORMS, CROWNS & RHIZOMS ETC DORMANT"
06,0601,060120,"BULBS, ETC IN GROWTH OR FLOWER; CHICORY"
06,0602,060210,"LIVE PLANT CUTTINGS AND SLIPS, UNROOTED"
06,0602,060220,"EDIBLE FRUIT OR NUT TREES, SHRUBS AND BUSHES"
06,0602,060230,"RHODODENDRONS AND AZALEAS, GRAFTED OR NOT"
06,0602,060240,"ROSES, GRAFTED OR NOT"
06,0602,060290,"LIVE PLANTS, CUTTINGS & SLIPS,NESOI;MUSHROOM SPAWN"
06,0603,060311,FRESH CUT ROSES AND BUDS
06,0603,060312,FRESH CUT CARNATIONS AND BUDS
06,0603,060313,FRESH CUT ORCHIDS AND BUDS
06,0603,060314,FRESH CUT CHRYSANTHEMUMS AND BUDS
06,0603,060315,"LILIES, FRESH CUT AND FRESH BUDS FOR BOUQUETS ETC"
06,0603,060319,"FRESH CUT FLOWERS & BUDS FOR BOUQUEST,NES"
06,0603,060390,"CUT FLOWERS/BUDS DRIED, DYED OR OTHERWISE PREPARED"
06,0604,060420,FOLIAGE BRANCHES ETC W/O FLOWERS GRASSES ETC FRESH
06,0604,060490,FOLIAGE BRANCHES ETC W/O FLOWERS GRASSES ETC NESOI
07,0701,070110,"POTATOES, SEED, FRESH OR CHILLED"
07,0701,070190,"POTATOES, EXCEPT SEED, FRESH OR CHILLED, NESOI"
07,0702,070200,"TOMATOES, FRESH OR CHILLED"
07,0703,070310,"ONIONS AND SHALLOTS, FRESH OR CHILLED"
07,0703,070320,"GARLIC, FRESH OR CHILLED"
07,0703,070390,"LEEKS & OTHER ALLIACEOUS VEGETABLES, FRESH, CHILLD"
07,0704,070410,"CAULIFLOWER AND HEADED BROCCOLI, FRESH OR CHILLED"
07,0704,070420,"BRUSSELS SPROUTS, FRESH OR CHILLED"
07,0704,070490,"EDIBLE BRASSICAS (CABBAGES ETC) NESOI, FR OR CHILL"
07,0705,070511,"HEAD LETTUCE (CABBAGE LETTUCE), FRESH OR CHILLED"
07,0705,070519,"LETTUCE, EXCEPT HEAD LETTUCE, FRESH OR CHILLED"
07,0705,070521,"WITLOOF CHICORY, FRESH OR CHILLED"
07,0705,070529,"CHICORY, EXCEPT WITLOOF, FRESH OR CHILLED"
07,0706,070610,"CARROTS AND TURNIPS, FRESH OR CHILLED"
07,0706,070690,"SALAD BEETS, RADISHES, ETC NESOI, FRESH OR CHILLED"
07,0707,070700,"CUCUMBERS AND GHERKINS, FRESH OR CHILLED"
07,0708,070810,"PEAS (PISUM SATIVUM), FRESH OR CHILLED"
07,0708,070820,"BEANS (VIGNA SPP., PHASEOLUS SPP.) FRESH OR CHILLD"
07,0708,070890,"LEGUMINOUS VEGETABLES, NESOI, FRESH OR CHILLED"
07,0709,070920,"ASPARAGUS, FRESH OR CHILLED"
07,0709,070930,"EGGPLANTS (AUBERGINES), FRESH OR CHILLED"
07,0709,070940,"CELERY OTHER THAN CELERIAC, FRESH OR CHILLED"
07,0709,070951,"MUSHROOMS OF THE GENUS AGARICUS, FRESH OR CHILLED"
07,0709,070959,"MUSHROOMS, FRESH OR CHILLED, NESOI"
07,0709,070960,"FRUITS OF GENUS CAPSICUM OR PIMENTA, FRESH/CHILLED"
07,0709,070970,"SPINACH, NEW ZEALAND & ORACHE (GARDEN), FRSH/CHLD"
07,0709,070991,"GLOBE ARTICHOKES, FRESH OR CHILLED"
07,0709,070992,"OLIVES, FRESH OR CHILLED"
07,0709,070993,"PUMPKINS, SQUASH AND GOURDS, FRESH OR CHILLED"
07,0709,070999,"VEGETABLES, FRESH OR CHILLED, NESOI"
07,0710,071010,"POTATOES UNCOOKD/COOKED BY BOILING IN WATER, FROZN"
07,0710,071021,"PEAS, RAW COOKED IN BOILING WATER, FROZEN"
07,0710,071022,"BEANS, RAW COOKED IN BOILING WATER, FROZEN"
07,0710,071029,"LEGUMINOUS VEG RAW/COOKED BY BOILING, FROZEN NESOI"
07,0710,071030,SPINACH RAW/COOKED BY STEAMING/BOILING IN WATER FZ
07,0710,071040,SWEET CORN RAW/COOKED BY STEAM/BOILING IN WATER FZ
07,0710,071080,"VEGETABLES, NESOI RAW/COOKED BY BOILING, FROZEN"
07,0710,071090,"VEGETABLES MIXTURES, RAW/COOKED BY BOILING, FROZEN"
07,0711,071120,"OLIVES, PROVISIONALLY PRESERVED, INEDIBLE"
07,0711,071140,"CUCUMBERS/GHERKINS PROVISIONALLY PRES, INEDIBLE"
07,0711,071151,"MUSHROOMS OF GENUS AGARICUS,PROVIS PRESERV,INEDIBL"
07,0711,071159,"MUSHROOMS/TRUFFLES,PROV. PRESERVED, INEDIBLE,NESOI"
07,0711,071190,"VEG NESOI, VEG MIX, PROVISIONALLY PRES, INEDIBLE"
07,0712,071220,"ONIONS, DRIED (POWDER ETC), NOT FURTHER PREPARED"
07,0712,071231,"DRIED MUSHROOMS OF GENUS AGARICUS, WHL/CT/SLC/PWD"
07,0712,071232,"WOOD EARS, DRIED, WHL/CT/SLC/BK/PWD,NT FURT PREPED"
07,0712,071233,"JELLY FUNGI,DRIED, WHL/CT/SLC/BK/PWD, NT FURT PREP"
07,0712,071239,"MUSHROOMS&TRUFFLES, DRIED,WL/CT/SLC/BK/PWD, NESOI"
07,0712,071290,"VEGETABLES NESOI & MIXTURES, DRIED, NO FURTH PREP"
07,0713,071310,"PEAS, DRIED SHELLED, INCLUDING SEED"
07,0713,071320,"CHICKPEAS (GARBANZOS), DRIED SHELLED, INCLUDE SEED"
07,0713,071331,"BEANS (VIGNA MUNGO (L.) HEPPER ETC), DRIED SHELLED"
07,0713,071332,"BEANS, SMALL RED (ADZUKI), DRIED SHELLED, INC SEED"
07,0713,071333,"KIDNEY BEANS & WHITE PEA BEANS, DRI SHEL, INC SEED"
07,0713,071334,"BAMBARA BEANS, DRIED, SHELLED"
07,0713,071335,"COWPEAS, DRIED, SHELLED"
07,0713,071339,"BEANS NESOI, DRIED SHELLED, INCLUDING SEED"
07,0713,071340,"LENTILS, DRIED SHELLED, INCLUDING SEED"
07,0713,071350,"BROAD BEANS & HORSE BEANS, DRIED SHELLED, INC SEED"
07,0713,071360,"PIGEON PEAS, DRIED, SHELLED"
07,0713,071390,"LEGUMINOUS VEGETABLES NESOI, DRIED SHELL, INC SEED"
07,0714,071410,"CASSAVA (MANIOC) FRESH OR DRIED, W/NT PELLET"
07,0714,071420,"SWEET POTATOES, FRESH OR DRIED, WHETHER/NT PELLETS"
07,0714,071430,"YAMS, FRESH, CHILLED, FROZEN OR DRIED"
07,0714,071440,"TARO, FRESH, CHILLED, FROZEN OR DRIED"
07,0714,071450,"YAUTIA, FRESH, CHILLED, FROZEN OR DRIED"
07,0714,071490,"ROOTS & TUBERS NESO, FRESH OR DRIED; SAGO PITCH"
08,0801,080111,"COCONUTS, DESSICATED"
08,0801,080112,"COCONUTS, IN THE INNER SHELL, FRESH OR DRIED"
08,0801,080119,"COCONUTS, OTHER THAN DESSICATED"
08,0801,080121,"BRAZIL NUTS, FRESH OR DRIED, IN SHELL"
08,0801,080122,"BRAZIL NUTS, FRESH OR DRIED, SHELLED"
08,0801,080131,"CASHEW NUTS, FRESH OR DRIED, IN SHELL"
08,0801,080132,"CASHEW NUTS, FRESH OR DRIED, SHELLED"
08,0802,080211,"ALMONDS, FRESH OR DRIED, IN SHELL"
08,0802,080212,"ALMONDS, FRESH OR DRIED, SHELLED"
08,0802,080221,"HAZELNUTS OR FILBERTS, FRESH OR DRIED, IN SHELL"
08,0802,080222,"HAZELNUTS OR FILBERTS, FRESH OR DRIED, SHELLED"
08,0802,080231,"WALNUTS, FRESH OR DRIED, IN SHELL"
08,0802,080232,"WALNUTS, FRESH OR DRIED, SHELLED"
08,0802,080241,"CHESTNUTS, IN SHELL, FRESH OR DRIED"
08,0802,080242,"CHESTNUTS, SHELLED, FRESH OR DRIED"
08,0802,080251,"PISTACHIOS, IN SHELL, FRESH OR DRIED"
08,0802,080252,"PISTACHIOS, SHELLED, FRESH OR DRIED"
08,0802,080261,"MACADAMIA NUTS, IN SHELL, FRESH OR DRIED"
08,0802,080262,"MACADAMIA NUTS, SHELLED, FRESH OR DRIED"
08,0802,080270,"KOLA NUTS, FRESH OR DRIED"
08,0802,080280,"ARECA NUTS, FRESH OR DRIED"
08,0802,080290,"NUTS NESOI, FRESH OR DRIED, SHELLED OR NOT"
08,0803,080310,"PLANTAINS, FRESH OR DRIED"
08,0803,080390,"BANANAS, FRESH OR DRIED, NESOI"
08,0804,080410,"DATES, FRESH OR DRIED"
08,0804,080420,"FIGS, FRESH OR DRIED"
08,0804,080430,"PINEAPPLES, FRESH OR DRIED"
08,0804,080440,"AVOCADOS, FRESH OR DRIED"
08,0804,080450,"GUAVAS, MANGOES AND MANGOSTEENS, FRESH OR DRIED"
08,0805,080510,"ORANGES, FRESH"
08,0805,080521,"MANDARINS (INCL TANGERINES AND SATSUMAS), FRESH/DR"
08,0805,080522,"CLEMENTINES, FRESH OR DRIED"
08,0805,080529,"WILKINGS AND SIMILAR CITRUS HYBRIDS, FRESH OR DRD"
08,0805,080540,"GRAPEFRUIT, FRESH OR DRIED"
08,0805,080550,"LEMONS AND LIMES, FRESH OR DRIED"
08,0805,080590,"CITRUS FRUITS, INC KUMQUATS, NESOI, FRESH OR DRIED"
08,0806,080610,"GRAPES, FRESH"
08,0806,080620,"GRAPES, DRIED (INCLUDING RAISINS)"
08,0807,080711,"WATERMELONS, FRESH"
08,0807,080719,"MELONS(EXCEPT WATERMELONS) AND PAPAYAS, FRESH"
08,0807,080720,"PAPAYAS (PAPAWS), FRESH"
08,0808,080810,"APPLES, FRESH"
08,0808,080830,"PEARS, FRESH"
08,0808,080840,"QUINCES, FRESH"
08,0809,080910,"APRICOTS, FRESH"
08,0809,080921,"SOUR CHERRIES, FRESH"
08,0809,080929,"CHERRIES, FRESH, NESOI"
08,0809,080930,"PEACHES, INCLUDING NECTARINES, FRESH"
08,0809,080940,"PLUMS, PRUNE PLUMS AND SLOES, FRESH"
08,0810,081010,"STRAWBERRIES, FRESH"
08,0810,081020,RASPBERRIES/BLCKBERRIES/MULBERRIES/LOGANBERRS FRSH
08,0810,081030,"CURRANTS, BLACK, WHITE OR RED & GOOSEBERRIES FRESH"
08,0810,081040,"CRANBERRIES, BLUEBERRIES, ETC, FRESH"
08,0810,081050,KIWI FRUIT (CHINESE GOOSEBERRIES) FRESH
08,0810,081060,"DURIANS, FRESH"
08,0810,081070,"PERSIMMONS, FRESH"
08,0810,081090,"FRUIT NESOI, FRESH"
08,0811,081110,"STRAWBERRIES, UNCOOKED/COOKED BY WATER, FROZEN"
08,0811,081120,RASPBERRIES/BLCKBERRIES/ETC UNCOOKD/COOKD WATER FZ
08,0811,081190,"FRUIT NESOI & NUTS, SWEETENED ETC OR NOT, FROZEN"
08,0812,081210,"CHERRIES, PROVISIONALLY PRESERVED, INEDIBLE"
08,0812,081290,FRUIT & NUTS PROVISIONALLY PRESERVED INEDIBLE NESO
08,0813,081310,"APRICOTS, DRIED"
08,0813,081320,"PRUNES, DRIED"
08,0813,081330,"APPLES, DRIED"
08,0813,081340,"FRUIT, DRIED, NESOI, EX THAT OF HEADING 0801-0806"
08,0813,081350,"MIXTURES OF DRIED FRUITS, NUTS, OR FRUITS AND NUTS"
08,0814,081400,"PEEL, CITRUS OR MELON, FRSH/FRZN/DRIED/PROVSL PRES"
09,0901,090111,"COFFEE, NOT ROASTED, NOT DECAFFEINATED"
09,0901,090112,"COFFEE, NOT ROASTED, DECAFFEINATED"
09,0901,090121,"COFFEE, ROASTED, NOT DECAFFEINATED"
09,0901,090122,"COFFEE, ROASTED, DECAFFEINATED"
09,0901,090190,"COFFEE SUBSTITUTES WITH COFFEE;COFFEE HUSKS,SKINS"
09,0902,090210,GREEN TEA NT FERMTD IN IMMED PACKG CONTENT NOV 3KG
09,0902,090220,GREEN TEA (NOT FERMENTED) NESOI
09,0902,090230,"BLACK TEA FERMTD & PARTLY FERMTD TEA,PACKG NOV 3KG"
09,0902,090240,BLACK TEA FERMDT & OTHER PARTLY FERMENTD TEA NESOI
09,0903,090300,MATE
09,0904,090411,"PEPPER OF GENUS PIPER, NEITHER CRUSHED NOR GROUND"
09,0904,090412,"PEPPER OF THE GENUS PIPER, CRUSHED OR GROUND"
09,0904,090421,"CAPSICUM (PEPPERS) OR PIMENTA (ALLSPICE), DRIED"
09,0904,090422,"CAPSICUM/PEPPERS, PIMENTA/ALLSPICE, CRUSHED/GROUND"
09,0905,090510,"VANILLA, NEITHER CRUSHED NOR GROUND"
09,0905,090520,"VANILLA, CRUSHED OR GROUND"
09,0906,090611,"CINNAMON, NEITHER CRUSHED NOR GROUND"
09,0906,090619,"CINNAMON-TREE FLOWERS, NEITHER CRUSHED NOR GROUND"
09,0906,090620,"CINNAMON & CINNAMON-TREE FLOWERS, CRUSHD OR GROUND"
09,0907,090710,"CLOVES, NEITHER CRUSHED NOR GROUND"
09,0907,090720,"CLOVES, CRUSHED OR GROUND"
09,0908,090811,"NUTMEG, NEITHER CRUSHED NOR GROUND"
09,0908,090812,"NUTMEG, CRUSHED OR GROUND"
09,0908,090821,"MACE, NEITHER CRUSHED NOR GROUND"
09,0908,090822,"MACE, CRUSHED OR GROUND"
09,0908,090831,"CARDAMOMS, NEITHER CRUSHED NOR GROUND"
09,0908,090832,"CARDAMOMS, CRUSHED OR GROUND"
09,0909,090921,"CORIANDER SEEDS, NEITHER CRUSHED NOR GROUND"
09,0909,090922,"CORIANDER SEEDS, CRUSHED OR GROUND"
09,0909,090931,"CUMIN SEEDS, NEITHER CRUSHED NOR GROUND"
09,0909,090932,"CUMIN SEEDS, CRUSHED OR GROUND"
09,0909,090961,ANISE BADIAN ETC JUNIPER BERRIES NT CRUSHED/GROUND
09,0909,090962,ANISE BADIAN SEED ETC JUNIPER BERRIES CRUSH/GROUND
09,0910,091011,"GINGER, NEITHER CRUSHED NOR GROUND"
09,0910,091012,"GINGER, CRUSHED OR GROUND"
09,0910,091020,SAFFRON
09,0910,091030,TUMERIC (CURCUMA)
09,0910,091091,MIXTURES OF SPICES PROVIDED FOR IN DIFF HEADINGS
09,0910,091099,"SPICES, NESOI"
10,1001,100111,DURUM WHEAT SEED
10,1001,100119,"DURUM WHEAT, NESOI"
10,1001,100191,"WHEAT AND MESLIN SEED, NESOI"
10,1001,100199,"WHEAT AND MESLIN, NESOI"
10,1002,100210,RYE SEED
10,1002,100290,"RYE, NESOI"
10,1003,100310,BARLEY SEED
10,1003,100390,"BARLEY, NESOI"
10,1004,100410,OATS SEED
10,1004,100490,"OATS, NESOI"
10,1005,100510,"CORN (MAIZE) SEED, CERTIFIED, EXCLUDING SWEET CORN"
10,1005,100590,"CORN (MAIZE), OTHER THAN SEED CORN"
10,1006,100610,RICE IN THE HUSK (PADDY OR ROUGH)
10,1006,100620,"RICE, HUSKED (BROWN)"
10,1006,100630,"RICE, SEMI- OR WHOLLY MILLED, POLISHED ETC OR NOT"
10,1006,100640,"RICE, BROKEN"
10,1007,100710,GRAIN SORGHUM SEED
10,1007,100790,"GRAIN SORGHUM, NESOI"
10,1008,100810,BUCKWHEAT
10,1008,100821,MILLET SEED
10,1008,100829,"MILLET, NESOI"
10,1008,100830,CANARY SEEDS
10,1008,100840,FONIO
10,1008,100850,QUINOA
10,1008,100860,TRITICALE
10,1008,100890,"CEREALS NESOI, INCLUDING WILD RICE"
11,1101,110100,WHEAT OR MESLIN FLOUR
11,1102,110220,CORN (MAIZE) FLOUR
11,1102,110290,"CEREAL FLOURS, NESOI"
11,1103,110311,GROATS AND MEAL OF WHEAT
11,1103,110313,GROATS AND MEAL OF CORN (MAIZE)
11,1103,110319,"GROATS AND MEAL OF CEREAL, NESOI"
11,1103,110320,PELLETS OF WHEAT AND OF OTHER CEREALS
11,1104,110412,"GRAINS, ROLLED OR FLAKED, OF OATS"
11,1104,110419,"GRAINS ROLLD/FLAKD OF CEREALS, NESOI"
11,1104,110422,GRAINS WORKED (HULLD PEARLD SLICED KIBBLD) OF OATS
11,1104,110423,GRAINS WORKED (HULLD PEARLD SLICED KIBBLD) OF CORN
11,1104,110429,"GRAINS WORKED ETC, OF CEREAL, NESOI"
11,1104,110430,"GERM OF CEREALS, WHOLE, ROLLED, FLAKED OR GROUND"
11,1105,110510,FLOUR AND MEAL OF POTATOES
11,1105,110520,"FLAKES, GRANULES AND PELLETS OF POTATOES"
11,1106,110610,FLOUR & MEAL OF DRIED LEGUMINOUS VEGETBLES OF 0713
11,1106,110620,"FLOUR & MEAL OF SAGO, ROOTS/TUBERS OF HEADING 0714"
11,1106,110630,"FLOUR, MEAL & POWDER OF THE PRODUCTS OF CHAPTER 8"
11,1107,110710,"MALT, NOT ROASTED"
11,1107,110720,"MALT, ROASTED"
11,1108,110811,"STARCH, WHEAT"
11,1108,110812,"STARCH, CORN (MAIZE)"
11,1108,110813,"STARCH, POTATO"
11,1108,110814,"STARCH, CASSAVA (MANIOC)"
11,1108,110819,"STARCHES, NESOI"
11,1108,110820,INULIN
11,1109,110900,"WHEAT GLUTEN, WHETHER OR NOT DRIED"
12,1201,120110,SOYBEAN SEED
12,1201,120190,"SOYBEANS, NESOI"
12,1202,120230,PEANUT SEED
12,1202,120241,"PEANUTS, IN SHELL, NESOI"
12,1202,120242,"PEANUTS, SHELLED, NESOI"
12,1203,120300,COPRA
12,1204,120400,"FLAXSEED (LINSEED), WHETHER OR NOT BROKEN"
12,1205,120510,LOW ERUCIC ACID RAPE/COLZA SEEDS W/NOT BROKEN
12,1205,120590,"RAPE OR COLZA SEEDS, WHETHER OR NOT BROKEN, NESOI"
12,1206,120600,"SUNFLOWER SEEDS, WHETHER OR NOT BROKEN"
12,1207,120710,PALM NUTS AND KERNELS
12,1207,120721,"COTTON SEEDS, OF A KIND USED FOR SOWING"
12,1207,120729,"COTTON SEEDS, NESOI"
12,1207,120730,CASTOR OIL SEEDS
12,1207,120740,SESAME SEEDS
12,1207,120750,MUSTARD SEEDS
12,1207,120760,SAFFLOWER SEEDS
12,1207,120770,MELON SEEDS
12,1207,120791,"POPPY SEEDS, WHETHER OR NOT BROKEN"
12,1207,120799,"OIL SEEDS & OLEAGINOUS FRUITS W/NT BROKEN, NESOI"
12,1208,120810,FLOURS AND MEALS OF SOYBEANS
12,1208,120890,FLOUR & MEAL OIL SEED/OLEAGINOUS FRT EX MSTD NESOI
12,1209,120910,SUGAR BEET SEEDS OF A KIND USED FOR SOWING
12,1209,120921,ALFALFA SEEDS OF A KIND USED FOR SOWING
12,1209,120922,CLOVER SEEDS OF A KIND USED FOR SOWING
12,1209,120923,FESCUE SEEDS OF A KIND USED FOR SOWING
12,1209,120924,KENTUCKY BLUE GRASS SEEDS USED FOR SOWING
12,1209,120925,RYE GRASS SEEDS OF A KIND USED FOR SOWING
12,1209,120929,"SEEDS OF FORAGE PLANTS FOR SOWING, NESOI"
12,1209,120930,"SEEDS HERBACEOUS PLANTS PRNCPLY FLOWERS, FOR SOWNG"
12,1209,120991,VEGETABLE SEEDS FOR SOWING
12,1209,120999,"SEEDS, FRUIT AND SPORES USED FOR SOWING, NESOI"
12,1210,121010,"HOP CONES FRSH/DRIED, NOT GROUND POWDRD OR PELLETS"
12,1210,121020,"HOP CONES, GROUND, POWDERED OR IN PELLETS; LUPULIN"
12,1211,121120,"GINSENG ROOTS, FRESH OR DRIED"
12,1211,121130,"COCA LEAF, FRESH OR DRIED, WHTR/NT CUT, CRUSH,POWD"
12,1211,121140,"POPPY STRAW, FRESH/ DRIED, WHTR/ NT CUT, CRUSH,PWD"
12,1211,121150,EPHEDRA
12,1211,121190,PLANTS & PARTS ETC FOR MEDICAMENTS ETC NESOI
12,1212,121221,SEAWEEDS AND OTHER ALGAE FIT FOR HUMAN CONSUMPTION
12,1212,121229,"SEAWEEDS AND OTHER ALGAE, NESOI"
12,1212,121291,"SUGAR BEET, FRESH OR DRIED, WHETHER OR NOT GROUND"
12,1212,121292,CAROB (LOCUST BEANS)
12,1212,121293,SUGAR CANE
12,1212,121294,CHICORY ROOTS
12,1212,121299,VEGETBLE PRODCTS (INC UNRT CHICORY RT) EDIBLE NESO
12,1213,121300,CEREAL STRAW & HUSKS UNPREP W/N CHOP ETC OR PELLET
12,1214,121410,ALFALFA (LUCERNE) MEAL AND PELLETS
12,1214,121490,"FORAGE PRODUCTS NESOI (HAY, CLOVER, VETCHES, ETC)"
13,1301,130120,GUM ARABIC
13,1301,130190,"NATURAL GUMS, GUM RESINS, RESINS AND BALSAMS NESOI"
13,1302,130211,"VEGETABLE SAPS AND EXTRACTS, OPIUM"
13,1302,130212,VEGETABLE SAPS AND EXTRACTS OF LICORICE
13,1302,130213,VEGETABLE SAPS AND EXTRACTS OF HOPS
13,1302,130214,VEGETABLE SAPE AND EXTRACTS OF EPHEDRA
13,1302,130219,"VEGETABLE SAPS AND EXTRACTS, NESOI"
13,1302,130220,"PECTIC SUBSTANCES, PECTINATES AND PECTATES"
13,1302,130231,AGAR-AGAR
13,1302,130232,"MUCILAGES/THICKNRS FRM LOCUST BEAN/SEED, GUAR SEED"
13,1302,130239,"MUCILAGE & THICKNER W/N MODIFIED,FRM VEG PRD NESOI"
14,1401,140110,BAMBOOS USED PRIMARILY FOR PLAITING
14,1401,140120,RATTANS USED PRIMARILY FOR PLAITING
14,1401,140190,"VEGETABLE MATERIALS PRIMARILY FOR PLAITING, NESOI"
14,1404,140420,COTTON LINTERS
14,1404,140490,VEGETABLE PRODUCTS NESOI
15,1501,150110,"LARD, OTHER THAN THAT OF HEADING 1503"
15,1501,150120,"PIG FAT, NESOI"
15,1501,150190,"POULTRY FAT, NESOI"
15,1502,150210,"TALLOW OF BOVINE ANIMALS, SHEEP OR GOATS, NESOI"
15,1502,150290,"FATS OF BOVINE ANIMALS, SHEEP OR GOATS, NESOI"
15,1503,150300,LARD STEARIN/LARD OIL/ETC NT EMULSIFIED OR PREPRD
15,1504,150410,FISH-LIVER OILS & THEIR FRACTIONS NT CHEM MODIFIED
15,1504,150420,"FISH FATS & OILS (NOT LIVER), FRACT, NOT MODIFIED"
15,1504,150430,"FATS & OILS OF MARINE MAMMALS, NT CHEM MODIFIED"
15,1505,150500,WOOL GREASE & FATTY SUBSTANCES DERIVED THEREFROMD
15,1506,150600,ANIMAL FAT & OIL & FRACTION NESOI NT CHEM MODIFIED
15,1507,150710,"SOYBEAN OIL & FRACTIONS, CRUDE, WHETH/NOT DEGUMMED"
15,1507,150790,"SOYBEAN OIL, REFINED, AND FRACTIONS, NOT MODIFIED"
15,1508,150810,"PEANUT (GROUND-NUT) OIL, CRUDE, NT CHEM MODIFIED"
15,1508,150890,"PEANUT (GROUND-NUT) OIL, REFINED, NT CHEM MODIFIED"
15,1509,150910,"OLIVE OIL/FRACTIONS, VIRGIN, NOT CHEM MODIFIED"
15,1509,150990,"OLIVE OIL/FRACTIONS, REFINED BUT NOT CHEM MODIFIED"
15,1510,151000,OLIVE-RESIDUE OIL & BLENDS (1509&1510) NT CHEM MOD
15,1511,151110,"PALM OIL, CRUDE, NOT CHEMICALLY MODIFIED"
15,1511,151190,"PALM OIL, REFINED BUT NOT CHEMICALLY MODIFIED"
15,1512,151211,"SUNFLOWER-SEED OR SAFFLOWER OIL, CRUDE, FRACT, ETC"
15,1512,151219,"SUNFLOWER-SEED OR SAFFLOWER OIL, REFINE, FRACT ETC"
15,1512,151221,COTTONSEED OIL CRUDE W/NT GOSSYPOL HAS BEEN REMOVD
15,1512,151229,"COTTONSEED OIL, REFINED, AND FRACTIONS, NOT MODIF"
15,1513,151311,"COCONUT (COPRA) OIL, CRUDE, NOT CHEMICLLY MODIFIED"
15,1513,151319,"COCONUT (COPRA) OIL, REFINED, NT CHEMCLLY MODIFIED"
15,1513,151321,"PALM KERNEL OR BABASSU OIL, CRUDE NT CHEM MODIFIED"
15,1513,151329,"PALM KERNEL OR BABASSU OIL, REFINED, NT CHEM MODFD"
15,1514,151411,"RAPESEED/COLZA OIL & FRACTIONS, LW ERUCIC ACID,CRD"
15,1514,151419,"RAPESEED/COLZA OIL & FRACTIONS, LW ERUCIC ACID,NES"
15,1514,151491,"RAPESED,COLZA,MSTRD OIL & FRAC THEREOF,CRUDE,NESOI"
15,1514,151499,"RAPESED,COLZA,MSTRD OIL & FRAC THEREOF,NESOI"
15,1515,151511,"LINSEED OIL, CRUDE, NOT CHEMICALLY MODIFIED"
15,1515,151519,"LINSEED OIL, REFINED, NOT CHEMICALLY MODIFIED"
15,1515,151521,"CORN (MAIZE) OIL, CRUDE, NOT CHEMICALLY MODIFIED"
15,1515,151529,"CORN (MAIZE) OIL, REFINED, & FRACTIONS, NOT MODIF"
15,1515,151530,"CASTOR OIL, WHETHER/NOT REFINED, NT CHEM MODIFIED"
15,1515,151550,SEASAME OIL WHETHER/NOT REFINED NT CHEM MODIFIED
15,1515,151590,"FIXED VEG OIL, REF OR NOT, NESOI, NT CHEM MODIFIED"
15,1516,151610,ANIMAL FATS AND OILS HYDROGENATED ETC NOT PREPARED
15,1516,151620,VEGETABLE FATS & OILS/FRACTIONS HYDROGENATED ETC
15,1517,151710,"MARGARINE, EXCLUDING LIQUID MARGARINE"
15,1517,151790,"EDIBLE FATS & OIL MIXTURES & PREPAR NESOI, ETC"
15,1518,151800,ANML/VEG FATS & OILS CHEM MODIFIED; INEDBL MXT ETC
15,1520,152000,GLYCEROL (GLYCERINE) CRUDE; GLYCEROL WATER & LYES
15,1521,152110,VEGETABLE WAXES (OTHER THAN TRIGLYCERIDES)
15,1521,152190,BEESWAX AND OTHER INSECT WAXES AND SPERMACETI
15,1522,152200,DEGRAS; RESIDUES FROM FATTY SUBSTNCS/ANML/VEG WAXS
16,1601,160100,"SAUSAGES, SIMILAR PRDT MEAT ETC FOOD PREP OF THESE"
16,1602,160210,"HOMOGENIZED PREPS OF MEAT, MEAT OFFAL OR BLOOD"
16,1602,160220,"ANIMAL LIVERS, PREPARED OR PRESERVED, NESOI"
16,1602,160231,"PREPARED OR PRESERVED TURKEY MEAT, NESOI"
16,1602,160232,"PREPARED OR PRESERVED CHICKEN MEAT OR OFFAL, NESOI"
16,1602,160239,"PREPARED ETC. POULTRY MEAT, EXCEPT TURKEY, NESOI"
16,1602,160241,"PREPARED OR PRESERVED SWINE NESOI, HAMS ETC"
16,1602,160242,"PREPARED OR PRESERVED SWINE NESOI, SHOULDERS ETC"
16,1602,160249,"PREPARED ETC. SWINE MEAT, OFFAL, ETC. NESOI"
16,1602,160250,PREPARED OR PRESERVED BOVINE MEAT ETC. NESOI
16,1602,160290,"ANML MEAT NESOI BLOOD PREPS OF ANY ANML, PREP/PRES"
16,1603,160300,"EXTRACTS ETC. OF MEAT, FISH, CRUSTACEANS, ETC."
16,1604,160411,"SALMON, PREPARED OR PRESERVED, WHOLE OR PIECES"
16,1604,160412,"HERRINGS PREP OR PRES, WHOLE OR IN PIECES"
